statename,Year,state_power_dem,de_ind,de_mor,de_trad,boat_prog,state,same_date,citi_1,inst6016_1,nominate_dim1,IPD,NBD,CCD,OPD,CPD,COD,CPR,NBR,IPR,OPR,CCR,COR,Split,Dem_Winner,Dem_2nd,Dem_3rd,Dem_4th,Dem_Other,Rep_Winner,Rep_2nd,Rep_3rd,Rep_4th,Rep_Other,Incumbent_D,Incumbent_R,changeD,changeR,PD,PR,primaryDem,primaryRep,IA_dummy,NH_dummy,South,South_ext,fedupperdem,fedupperother,fedtotalupper,fedlowerdem,fedlowerother,fedtotallower,senate_dem,senate_rep,house_dem,house_rep,house_D,house_R,house_D2,house_R2,changeD2,counter,favsonD,counter2,_spline1,zciti_1,zinst_1,zdiff_1,int_1,gov,sen_dem_in_sess,sen_tot_in_sess,hs_dem_in_sess,hs_tot_in_sess,house,sen,uni_dem,nom_y_dem,partyid_dd,z_Berry_State,z_Berry_Div,mood,z_Enns_Mood,z_Enns_Div,recipientcfscore,z_Bonica_CFScore,z_Bonica_Div,z_mood_cfscore_div,z_mood_Berry_div,Tashijan,swing,party_regist,_est_m2,_est_m1,_est_m4,_est_m3,_merge,pop,gdp,gdp_percap,density
Alabama,1972,.85781568,0,0,1,0,1,0,22.99286651611328,56.2374267578125,.12800001,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,1,0,0,1,1,3,3,0,0,1,1,2,0,2,5,0,8,1,0,.625,.375,1,,1,0,0,1,1,4,-53.333332,-1.5417942,.36421803,-.19017506,2.9430871,0,35,35,103,106,.97169811,1,1,-1.3516191,53.88493,-1.4762722,-.065521955,52.405998,.0051323441,1.3567514,,,,,,0,0,1,1,1,1,1,3,3521000,13623600128,3.8692417,68
Alabama,1976,.86378974,0,0,1,0,1,0,20.88055992126465,57.74647903442383,.15800001,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0,1,1,1,1,5,5,0,0,1,1,2,0,2,4,0,7,1,0,.5714286,.42857143,,,0,0,1,2,1,8,-426.66666,-1.4770426,-.057546783,-.23353052,3.2991285,0,35,35,105,105,1,1,1,-1.243512,55.852119,-1.536396,.059353471,45.477001,.13684562,1.3803576,,,,,,0,0,1,1,1,1,1,3,3653000,21346000896,5.8434167,151.89999
Alabama,1980,.84946334,0,0,1,0,1,0,29.83551788330078,56.63983917236328,.13599999,0,0,0,1,0,0,0,0,0,1,0,0,0,81.59999999999999,13.2,4,0,1.2,69.7,25.9,.9,.9,2.6,1,0,0,0,1,1,5,5,0,0,1,1,2,0,2,4,0,7,1,0,.5714286,.42857143,,,0,0,0,0,0,0,0,-.71863693,.26984006,.46288568,4.0576301,0,35,35,101,105,.96190476,1,1,-1.1815226,55.72361,-1.3755872,.65695029,42.957001,1.2891903,2.4707129,-.2248181818181818,-1.7979395,1.0793025,3.0871298,2.6647775,0,1,1,1,1,1,1,3,3895000,33711900672,8.6551733,181.8
Alabama,1984,.7264865,0,0,1,0,1,0,35.09223175048828,54.59423065185547,.09533333,1,0,0,0,0,0,0,0,1,0,0,0,0,34.6,20.7,19.6,0,24.1,,,,,,0,1,-1,-1,1,1,4,4,0,0,1,1,1,0,2,5,0,7,.5,.5,.71428573,.2857143,1,,0,0,1,1,0,4,-53.333332,-.854904,-.0024631345,1.0242114,3.3454592,0,32,35,97,105,.92380953,.91428572,1,-1.8791153,53.815739,-1.9213363,1.0664322,45.896,1.6649529,3.5440683,-.1892777777777778,-1.9193072,1.0644033,3.58426,3.5862892,0,0,1,1,1,1,1,3,3991000,45678600192,11.445402,205.89999
Alabama,1988,.67716599,0,0,1,0,1,0,38.51693344116211,42.46370697021484,.093857139,1,0,0,0,0,0,0,0,1,0,0,0,0,7.7,43.6,37.4,0,11.3,64.5,16.3,13.9,0,5.2,0,0,0,0,1,1,4,4,0,0,1,1,2,0,2,5,0,7,1,0,.71428573,.2857143,1,,1,0,0,0,0,0,0,-.99935132,-.76710719,.92133695,3.6150892,1,30,35,89,105,.84761906,.85714287,0,-1.9206883,54.11795,-2.0300999,1.0307486,48.419998,1.3028455,3.2235336,-.0944444444444444,-1.7846195,.78526813,3.0874648,3.3329453,1,0,1,1,1,1,1,3,4103000,60751798272,14.806678,102.4
Alabama,1992,.55740285,0,0,1,0,1,1,39.80907821655273,42.75114822387695,.10528571,1,0,0,0,0,0,0,0,1,0,0,0,0,68.2,0,6.8,0,25,74.3,7.6,0,0,18.1,0,1,0,0,1,1,4,4,0,0,1,1,2,0,2,5,0,7,1,0,.71428573,.2857143,1,,1,0,0,1,0,4,-53.333332,-.6806801,-1.0736566,1.2194953,4.1913271,1,28,35,83,105,.7904762,.80000001,0,-1.9001753,55.338081,-1.9496731,1.2689929,45.801998,.73713112,2.6373065,-.1424137931034483,-2.0512938,1.3706138,2.788425,2.6868043,1,0,1,1,1,1,1,3,4138000,76043296768,18.376823,839.40002
Alabama,1996,.48568872,0,0,1,0,1,1,33.42988204956055,45.52942657470703,.23200001,1,0,0,0,0,0,0,0,1,0,0,0,0,79.90000000000001,0,0,0,20.1,74.90000000000001,15.7,0,0,9.4,1,0,0,0,1,1,4,4,0,0,1,1,1,0,2,4,0,7,.5,.5,.5714286,.42857143,,,0,0,0,2,0,8,-426.66666,-.83406252,-.10227206,-.075378239,7.755733,1,23,35,74,105,.70476192,.65714288,0,-.75868428,61.66074,-1.1423,.30823749,36.896,.77182633,1.5305107,-.1045454545454545,-1.7951312,.96106869,2.5669575,1.9141264,1,0,1,1,1,1,1,3,4291000,95819096064,22.330248,4.8000002
Alabama,2000,.53641111,0,0,1,0,1,1,43.83360290527344,67.07746887207031,.34350002,0,0,0,1,0,0,0,0,0,1,0,0,0,77,0,0,0,23,84.2,0,11.5,0,4.3,0,0,1,1,1,1,5,5,0,0,1,1,0,0,2,2,0,7,0,1,.2857143,.71428573,,1,0,0,1,3,0,12,-1376,-.46938914,1.4888586,-.82850564,15.056844,0,23,35,69,105,.65714288,.65714288,1,.35911646,68.831558,-.066892482,-.40249667,36.230999,2.0811193,1.7220029,.0079375,-1.3958412,.9264521,3.4769607,2.1480117,1,0,1,1,1,1,1,3,4447000,115030900736,25.867079,1001.4
Alabama,2004,.48293501,0,0,1,0,1,1,28.70806121826172,44.61770629882813,.20100001,0,0,0,1,0,0,0,0,0,1,0,0,0,75,0,0,0,25,92.8,0,0,0,7.2,0,1,0,0,1,1,5,5,0,0,1,1,0,0,2,2,0,7,0,1,.2857143,.71428573,,1,0,1,0,0,0,0,0,-1.4664116,-.262734,-.36940134,5.7703204,1,25,35,64,105,.60952383,.71428573,0,-1.0970103,61.59549,-1.2167985,-.24961305,39.845001,-.25104827,.84596199,.06476,-1.4580619,-.0083496571,1.2070136,.96575028,1,0,1,1,1,1,1,3,4509000,133739200512,29.660501,9.5
Alabama,2008,.42554948,0,0,1,0,1,0,47.25582504272461,44.0832405090332,.20100001,0,0,0,1,0,0,0,0,0,1,0,0,0,55.8,41.7,1.5,0,1,37.2,40.7,18.2,0,3.9,0,0,0,0,1,1,5,5,0,0,1,1,0,0,2,2,0,7,0,1,.2857143,.71428573,,1,0,1,0,1,0,4,-53.333332,-.83307523,-.39049822,.30684692,9.4984207,1,23,35,62,105,.59047621,.65714288,0,-1.1399221,,,,37.654999,-.87424958,.26567256,-.1493978494623656,-2.2396505,1.4065752,1.3654009,,1,0,1,1,1,1,1,3,4677000,169678405632,36.279327,265.60001
Alabama,2012,.3138985,0,0,1,0,1,1,36.03850936889648,28.79898834228516,.38999999,0,0,0,1,0,0,0,0,0,1,0,0,0,80.8,0,0,0,19.2,29,34.5,29.3,5,2.2,1,0,0,0,1,1,5,5,0,0,1,1,0,0,2,1,0,7,0,1,.14285715,.85714287,,1,0,1,0,2,0,8,-426.66666,-.82720363,-.80085403,-1.4972677,14.055018,1,12,35,43,105,.40952381,.34285715,0,.67006409,,,,,,,-.0780980392156863,-2.3944569,1.5672532,,,1,0,1,1,1,1,1,3,4816000,181349793792,37.655689,138
Alabama,2016,.25363746,0,0,1,0,1,1,34.95671081542969,24.83023071289063,.38999999,0,0,0,1,0,0,0,0,0,1,0,0,0,77.8,19.2,0,0,3,43.4,21,18.7,4.4,10.2,0,0,0,0,1,1,5,5,0,0,1,1,0,0,2,1,0,7,0,1,.14285715,.85714287,,1,0,1,0,3,0,12,-1376,-.83615071,-.89403868,-1.38801,13.633117,1,8,35,33,105,.31428573,.22857143,0,.55185938,,,,,,,.6628333333333334,-1.0927439,.25659317,,,1,0,1,1,1,1,1,3,4865000,200317501440,41.175232,202.60001
Alaska,1972,.36339372,1,0,0,0,2,0,70.26426696777344,67.43586730957031,.43199998,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,.5,.5,0,1,,1,0,1,0,1,0,4,-53.333332,1.6811187,1.4101624,.74084461,30.354162,0,10,20,31,40,.77499998,.5,0,.94027412,76.067612,.70756823,.9735505,50.458,-.56233317,-1.5026073,,,,,,0,0,0,1,1,1,1,3,325000,2539500032,7.8138461,68
Alaska,1976,.37557772,1,0,0,0,2,0,50.00178909301758,50.691650390625,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,.5,.5,0,1,,1,0,1,0,2,0,8,-426.66666,.065676622,-.83965343,.23195642,14.200508,1,13,20,30,40,.75,.64999998,0,-.16627979,70.699883,.24527824,-.17960161,43.141998,-.65750122,-.49122143,,,,,,0,0,0,1,1,1,1,3,408000,6220100096,15.245343,151.89999
Alaska,1980,.32475841,1,0,0,0,2,0,41.83322525024414,45.33450698852539,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,.5,.5,0,1,,1,0,1,0,3,0,12,-1376,-.000076717195,-.92898923,-.034709252,11.880636,1,9,20,25,40,.625,.44999999,0,.034632534,70.699883,.39937451,-.39945123,35.953999,-.94881439,-.98344696,.5096666666666666,.4699136,-.46999031,-1.418728,-1.3481889,0,0,0,1,1,1,1,3,403000,10891400192,27.025806,241.3
Alaska,1984,.37293002,1,0,0,0,2,0,44.55486297607422,56.31931686401367,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,4,0,16,-2901.3333,-.2178005,.17078306,-.23976468,12.653582,0,9,20,19,40,.47499999,.44999999,0,.021964176,75.576302,1.180812,-1.3986125,38.319,-1.1200641,-1.1420283,.5298750000000001,.32676533,-.5445658,-1.4468294,-2.3008761,0,0,0,1,1,1,1,3,505000,22591199232,44.735046,223.7
Alaska,1988,.35955742,1,0,0,0,2,0,54.29391860961914,57.88622283935547,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,5,0,20,-4938.6665,.095090896,.54491198,.034680363,15.419474,0,8,20,24,40,.60000002,.40000001,0,.060410533,72.61097,.82478297,-.7296921,40.112999,-1.477749,-1.5381595,.5731428571428571,.3211143,-.22602341,-1.7988633,-2.302532,1,0,0,1,1,1,1,3,525000,22925400064,43.667427,102.4
Alaska,1992,.39803103,1,0,0,0,2,0,48.72006225585938,53.50593948364258,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,6,0,24,-7424,-.040558558,-.0021790909,-.021041648,13.836498,2,10,20,23,40,.57499999,.5,0,-.019516909,73.96093,1.0027583,-1.0433168,40.409,-1.5635257,-1.5440087,.5816951219512195,.26130745,-.30186599,-1.8248332,-2.5662839,1,0,0,1,1,1,1,3,588000,22282500096,37.895409,839.40002
Alaska,1996,.33380261,1,0,0,0,2,0,29.93338775634766,54.70424270629883,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,7,0,28,-10293.334,-1.0895456,.62982374,-.86723363,8.5010824,0,8,20,17,40,.42500001,.40000001,0,-.222312,76.810753,1.2683368,-2.3578825,31.735001,-1.297814,-1.075502,.6804399999999996,.37535256,-1.4648981,-1.6731665,-2.5661507,1,0,0,1,1,1,1,3,605000,25448800256,42.064133,4.8000002
Alaska,2000,.38491598,1,0,0,0,2,0,32.42792892456055,51.57802963256836,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,68.40000000000001,0,0,0,31.6,36.3,9.5,9.5,0,44.7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,8,0,32,-13482.666,-1.2672548,.38588369,-1.0035896,9.2095318,0,5,20,14,40,.34999999,.25,0,-.2636652,75.078758,1.0556737,-2.3229284,27.511,-1.3469863,-1.0833211,.7813921568627451,.50826162,-1.7755165,-1.855248,-2.4026599,1,0,0,1,1,1,1,3,627000,24732600320,39.445934,1001.4
Alaska,2004,.31113565,1,0,0,0,2,0,36.41149520874023,37.97787094116211,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,48,3,11,0,38,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,9,0,36,-16928,-.9262197,-.78196198,-.66161251,10.340865,1,8,20,13,40,.32499999,.40000001,0,-.26460719,78.38578,1.5211818,-2.4474015,37.324001,-.88524806,-.62064087,.8937708333333335,.60683048,-1.5330502,-1.4920785,-2.4064298,1,0,0,1,1,1,1,3,662000,31799699456,48.035801,9.3000002
Alaska,2008,.34679228,1,0,0,0,2,0,59.03574752807617,37.97786712646484,.28400001,0,0,1,0,0,0,0,0,0,0,1,0,0,75.09999999999999,24.7,0,0,.2,15,22,44,0,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,10,0,40,-20565.332,-.017586736,-.81023699,.21479803,16.766153,1,8,20,14,40,.34999999,.40000001,0,-.23238477,,,,44.354,.32258651,.55497128,.9525423728813562,.60026515,-.61785185,-.27767864,,1,0,0,1,1,1,1,3,688000,48972599296,71.181107,274.5
Alaska,2012,.28139687,1,0,0,0,2,0,55.23251342773438,40.58098602294922,.235,0,0,1,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,33.8,29,14,24,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,.5,.5,0,1,,1,0,1,0,11,0,44,-24330.664,.49038765,-.1394572,1.397037,12.979641,1,10,20,16,40,.40000001,.5,0,-.90664935,,,,,,,.9474821428571427,.35103998,.13934767,,,1,0,0,1,1,1,1,3,731000,56259899392,76.962929,138
Alaska,2016,.20343652,1,0,0,0,2,0,50.52630996704102,41.92032241821289,.235,0,0,1,0,0,0,0,0,0,0,1,0,0,20.2,79.59999999999999,0,0,.2,33.6,36.4,15.2,4,10.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,1,0,1,0,12,0,48,-28160,.12290087,.10282337,1.0229694,11.873683,2,6,20,16,40,.40000001,.30000001,0,-.90006852,,,,,,,1.33125,1.2854794,-1.1625786,,,1,0,0,1,1,1,1,3,742000,50636099584,68.242722,202.60001
Arizona,1972,.34791538,0,0,1,1,3,0,42.22231292724609,28.26249694824219,.38699999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,0,1,.33333334,.66666669,,1,0,1,0,1,0,4,-53.333332,-.23075132,-2.2486656,-.831765,16.340034,1,12,30,26,60,.43333334,.40000001,0,.60101366,73.843407,.48859975,-.71935105,51.948002,-.12828521,-.72929889,,,,,,0,0,0,1,1,1,1,3,1963000,9649000448,4.9154358,76.900002
Arizona,1976,.3565456,0,0,1,1,3,0,37.35772705078125,60.63179016113281,.38699999,0,0,1,0,0,0,0,0,0,0,1,0,0,62.6,0,7.5,16.5,13.3,35.1,63.4,0,0,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,4,0,1,.25,.75,,1,0,1,0,2,1,8,-426.66666,-.60415214,.26232222,-1.3184669,14.45744,0,18,30,27,60,.44999999,.60000002,0,.7143147,73.843407,.62248904,-1.2266412,39.516998,-1.8906934,-2.6050081,,,,,,0,0,0,1,1,1,1,3,2249000,15284299776,6.7960424,151.89999
Arizona,1980,.32789034,0,0,1,1,3,0,21.29393768310547,43.04381561279297,.091333337,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,0,4,.5,.5,.5,.5,,,0,0,0,3,0,12,-1376,-1.2302046,-1.1718966,.31835568,1.9448464,0,14,30,18,60,.30000001,.46666667,0,-1.5485603,53.795971,-1.6040477,.37384307,34.605,-1.3799247,.16863561,.2375555555555556,-.37027806,-.85992652,-1.0096467,.224123,0,0,0,1,1,1,1,3,2731000,27495399424,10.067887,241.3
Arizona,1984,.34682789,0,0,1,1,3,0,38.6386833190918,43.8359375,.29966667,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,2,0,5,.5,.5,.40000001,.60000002,,1,0,0,0,4,0,16,-2901.3333,-.61612719,-1.0828922,-.79595482,11.578726,0,12,30,21,60,.34999999,.40000001,0,.17982763,67.556351,.037501674,-.65362889,38.915001,-.90099698,-1.0808246,.4075454545454545,-.055296794,-.56083041,-.8457002,-.93849868,0,0,0,1,1,1,1,3,3047000,39773999104,13.053495,223.7
Arizona,1988,.31858489,0,0,1,1,3,0,38.0020866394043,25.75452613830566,.30149999,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,5,.5,.5,.2,.80000001,,1,0,1,0,5,0,20,-4938.6665,-1.035066,-2.188585,-1.2778089,11.457629,1,11,30,24,60,.40000001,.36666667,0,.24274288,67.704628,.067360371,-1.1024264,44.141998,-.12912558,-.37186846,.120625,-1.1062378,.071171761,.97711217,-.19648595,1,0,0,1,1,1,1,3,3483000,60046700544,17.239937,109.9
Arizona,1992,.32787943,0,0,1,1,3,0,35.66222381591797,40.86630630493164,.34133333,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,5,.5,.5,.2,.80000001,,1,0,1,0,6,0,24,-7424,-.97856987,-1.2614394,-1.5623869,12.172706,1,17,30,27,60,.44999999,.56666666,0,.58381701,67.348747,-.045524698,-.93304515,44.342999,.11472081,-.46909618,.4980526315789473,-.0058232648,-.97274661,.12054407,.16024551,1,1,0,1,1,1,1,3,3832000,73358303232,19.143608,157
Arizona,1996,.28760794,0,0,1,1,3,0,40.25646209716797,21.3135986328125,.421,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,29.6,27.6,7.1,33.4,2.3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,6,0,1,.16666667,.83333331,,1,0,1,0,7,0,28,-10293.334,-.33525562,-2.0345511,-1.5260782,16.947971,1,11,30,22,60,.36666667,.36666667,0,1.1908226,73.131668,.68292892,-1.0181845,36.132,.46545058,-.72537202,.5444900000000001,-.00054902374,-.3347066,.4659996,-.21747833,1,1,0,1,1,1,1,3,4432000,109905698816,24.798218,5.4000001
Arizona,2000,.31560034,0,0,1,1,3,0,40.11072158813477,24.62441444396973,.421,0,0,0,0,1,0,1,0,0,0,0,0,0,77.90000000000001,18.9,0,0,3.2,35.7,60,3.6,0,.7,0,0,1,1,1,1,3,3,0,0,0,0,0,0,2,1,0,6,0,1,.16666667,.83333331,,1,0,1,1,8,0,32,-13482.666,-.72981733,-1.5321962,-1.9001198,16.886614,1,14,30,20,60,.33333334,.46666667,0,1.1703024,73.131668,.70579892,-1.4356163,31.794001,.33679593,-.83350646,.6541388888888887,.19498751,-.92480481,.14180842,-.369003,1,0,0,1,1,1,1,3,5131000,155344502784,30.275679,1001.4
Arizona,2004,.31652221,0,0,1,1,3,0,46.84286117553711,50.40283584594727,.50999999,0,0,0,0,1,0,0,0,0,0,1,0,1,42.6,7,14,0,36.4,97.09999999999999,0,0,0,2.9,0,1,0,-1,1,0,3,1,0,0,0,0,0,0,2,2,0,8,0,1,.25,.75,,1,0,1,0,0,0,0,0,-.1947355,.18965691,-2.1966715,23.889858,0,13,30,21,60,.34999999,.43333334,0,2.001936,78.944237,1.6122489,-1.8069844,46.182999,1.3433812,-.65855479,.7617454545454548,.27798289,-.47271839,1.0653982,-.26886773,1,0,0,1,1,1,1,3,5744000,192751206400,33.556965,9.3000002
Arizona,2008,.38628542,0,0,1,1,3,0,48.69186401367188,46.10859680175781,.2965,0,0,0,0,1,0,0,0,0,0,1,0,1,42.1,50.5,5.3,0,2.1,47.4,9,34.1,0,9.4,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,4,0,8,0,1,.5,.5,,,0,0,0,1,0,4,-53.333332,-.73366261,-.25125685,-.63795501,14.437138,0,13,30,27,60,.44999999,.43333334,0,-.09570761,,,,51.103001,1.5283554,1.624063,.9400172413793101,.56798542,-1.301648,.96036994,,1,0,0,1,1,1,1,3,6499000,262321995776,40.363441,274.5
Arizona,2012,.32192218,0,0,1,1,3,0,46.67196273803711,17.51221466064453,.31325001,0,0,0,0,1,0,1,0,0,0,0,0,0,100,0,0,0,0,46.4,27,16,8.6,1.5,1,0,0,1,1,1,3,3,0,0,0,0,0,0,2,3,0,8,0,1,.375,.625,,1,0,0,0,2,0,8,-426.66666,-.097259767,-1.4344509,.01340346,14.619992,1,9,30,20,60,.33333334,.30000001,0,-.11066323,,,,,,,1.025923076923077,.56102777,-.65828753,,,1,0,0,1,1,1,1,3,6553000,257947795456,39.363316,153.89999
Arizona,2016,.32923812,0,0,1,1,3,2,42.35708999633789,20.84531211853027,.32924998,0,0,0,0,1,0,0,0,0,1,0,0,1,56.3,41.4,0,0,2.3,46,28,11,0,15,0,0,0,1,1,1,3,5,0,0,0,0,0,0,2,4,0,9,0,1,.44444445,.55555558,,,0,0,0,3,0,12,-1376,-.38030434,-1.1264783,-.36310154,13.946071,1,13,30,24,60,.40000001,.43333334,0,-.017202809,,,,,,,1.088571428571429,.42203024,-.80233455,,,1,0,0,1,1,1,1,3,6945000,297116401664,42.781338,51.299999
Arkansas,1972,.75019926,0,0,1,1,4,0,42.09135437011719,63.19919586181641,.26640001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,,,,,,0,1,0,0,0,0,1,1,0,0,0,1,2,0,2,3,0,4,1,0,.75,.25,1,,1,0,0,1,0,4,-53.333332,-.23967993,1.0144535,.06852451,11.213138,0,34,35,98,100,.98000002,.97142857,1,-.30820444,61.435349,-.7329486,.49326867,51.966999,-.1227512,.18545324,,,,,,0,0,1,1,1,1,1,3,2008000,7440200192,3.7052789,76.900002
Arkansas,1976,.8191914,0,0,1,1,4,0,28.63758277893066,62.85714340209961,.25959998,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0,1,1,1,1,5,5,0,0,0,1,2,0,2,3,0,4,1,0,.75,.25,1,,1,0,1,2,0,8,-426.66666,-1.0661083,.50902754,-.69122148,7.4343162,0,34,35,97,100,.97000003,.97142857,1,-.3748869,62.538551,-.73405004,-.33205831,46.608002,.52160174,.89648867,,,,,,0,0,1,1,1,1,1,3,2117000,11941999616,5.6410012,191
Arkansas,1980,.69595206,0,0,1,1,4,1,33.91094207763672,66.75050354003906,.33700001,0,0,0,1,0,0,0,0,0,0,1,0,1,60.1,17.5,0,0,22.4,,,,,,1,0,0,-1,1,0,5,1,0,0,0,1,2,0,2,2,0,4,1,0,.5,.5,,,0,0,0,0,0,0,0,-.47455382,1.3419855,-.94470131,11.427988,0,35,35,94,100,.94,1,1,.47014752,68.119812,.093589053,-.56814289,41.433998,.80247229,.33232477,.156125,-.62170947,.14715564,1.4241817,.70888323,0,1,1,1,1,1,1,3,2299000,19099099136,8.3075686,298
Arkansas,1984,.69195813,0,0,1,1,4,0,41.13545608520508,66.75050354003906,.33700001,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,-1,0,0,0,1,1,0,0,0,1,2,0,2,2,0,4,1,0,.5,.5,,,0,0,1,1,0,4,-53.333332,-.44802359,1.2183616,-1.0040367,13.862649,0,32,35,92,100,.92000002,.91428572,1,.55601305,68.119812,.11782774,-.56585133,42.905998,.56594193,.0099288821,.1990666666666666,-.70642197,.25839838,1.2723639,.44811419,0,0,1,1,1,1,1,3,2346000,25291900928,10.780862,223.7
Arkansas,1988,.74932432,0,0,1,1,4,1,50.92506408691406,63.49094390869141,.27219999,0,0,0,1,0,0,0,0,0,1,0,0,0,18.9,17.1,37.3,0,26.6,47,25.9,18.9,0,8.199999999999999,0,0,1,1,1,1,5,5,0,0,0,1,2,0,2,3,0,4,1,0,.75,.25,1,,0,0,1,0,0,0,0,-.13860498,1.021715,-.076071084,13.861802,0,31,35,91,100,.91000003,.88571429,1,-.0625339,64.744957,-.38954255,.25093758,44.389999,-.046112388,.016421512,.30675,-.51915395,.38054895,.47304156,.34343016,1,0,1,1,1,1,1,3,2396000,32663599104,13.632554,109.9
Arkansas,1992,.63555253,0,0,1,1,4,1,40.27706146240234,66.43862915039063,.3308,0,0,0,1,0,0,0,0,0,1,0,0,0,68,0,11,0,20.9,83.09999999999999,11.9,0,0,5,0,1,0,0,1,1,5,5,0,0,0,1,2,0,2,3,0,4,1,0,.75,.25,1,,1,0,0,0,1,0,0,-.64706248,1.2862779,-1.1200345,13.323652,0,31,35,91,100,.91000003,.88571429,1,.47297192,67.793587,.024999315,-.6720618,44.362,.12282665,-.35014528,.2883333333333333,-.67560804,.028545558,.79843467,.097827338,1,0,1,1,1,1,1,3,2394000,41571700736,17.364954,157
Arkansas,1996,.65535927,0,0,1,1,4,1,40.07278060913086,64.33601379394531,.289,0,0,0,1,0,0,0,0,0,1,0,0,0,75.8,0,0,0,24.2,76.5,23.5,0,0,0,1,0,0,0,1,1,5,5,0,0,0,1,2,0,2,2,0,4,1,0,.5,.5,,,0,0,0,1,1,4,-53.333332,-.34867692,1.3983818,-.17793912,11.581034,0,28,35,88,100,.88,.80000001,1,-.1707378,66.370102,-.39295664,.044279724,36.869999,.76139951,.93213731,.279923076923077,-.73207623,.38339931,1.4934757,1.1543561,1,0,1,1,1,1,1,3,2505000,54611800064,21.801117,5.4000001
Arkansas,2000,.5314303,0,0,1,1,4,1,46.31619262695313,46.10160827636719,.24233334,0,0,0,1,0,0,0,0,0,1,0,0,0,78.5,0,0,0,21.5,80.2,0,19.8,0,0,0,0,0,0,1,1,5,5,0,0,0,1,1,0,2,2,0,4,.5,.5,.5,.5,,,0,0,0,2,0,8,-426.66666,-.29572353,-.0038307775,.40406325,11.223958,1,29,35,76,100,.75999999,.82857144,0,-.69978678,63.523129,-1.02077,.7250464,32.624001,.66309494,1.3628817,.2036172839506172,-.91411364,.61839008,1.5772085,1.6838648,1,0,1,1,1,1,1,3,2673000,66816700416,24.996895,1051.1
